country,description,name,price,province,region,variety,winery
US,"Brilliant, pure fruit flavors light up this full-bodied but easy-to-drink wine. Cherry, strawberry and something deeper like black currant dance through the aromas and coat the tongue with their richness. The texture is smooth and plush due to fine tannins and mild acidity.",DuPratt Vineyard Old Vine,24,California,Mendocino Ridge,Zinfandel,Steele
France,"Crisp and young, this wine, from 50-year-old vines, is tangy and strongly mineral in texture. It is full of fresh fruit that reflects the of organic and biodynamic farming. The green fruits will fill out as it ages. Drink from 2017.",Maison du Villard,35,Burgundy,Pouilly-FuissÌ©,Chardonnay,ChÌ¢teau de Lavernette
US,"Light herb aromas and vivid apple flavors make this medium-bodied wine delicious, while the tangy, nervy texture keeps the mouth tingling. It has great balance, concentration and length on the finish.",Estate Bottled,18,California,El Dorado,Sauvignon Blanc,Lava Cap
US,"This big and dry wine is a nice change of pace. The wine looks dark, smells deep and tastes full bodied and firm textured. It doesn't have the overripe or semisweet character of many Zins, but instead is rather tannic and even mildly astringent like strong tea, and has lip smacking cranberry and raspberry flavors.",Estate Bottled,35,California,Shenandoah Valley (CA),Zinfandel,Easton
US,"Quite buttery and nutty on the nose, this wine shows Marcona almonds, seared pineapple, crÌ¬me brÌÈlÌ©e and vanilla custard. Those elements meet with smart amounts of acid and texture on each creamy, buttery, pineapple-laced sip, which then finishes on marshmallow flavors.",Reserve,35,California,Edna Valley,Chardonnay,Edna Valley Vineyard
US,"Fresh cracked peppercorn, dense black and purple fruit and a cedar tone carry through the nose of this lavish yet nuanced bottling from a South Coast winery that practices extended aging before release. The elderberry fruit is hung on a strong tannic structure, bolstered by woody cigar box, incense, juniper and espresso flavors.",Erato De Portola Trail Vineyard,45,California,Temecula Valley,Cabernet Franc,Gershon Bachus
US,"Faded yellowish pink in color, this bottling by vintner Richard Sanford and winemaker Nick de Luca shows baking soda, squeezed lemon, sour raspberry and a touch of maraschino cherry on the nose. The palate offers lighter strokes of nectarine and chalky clay notes.",El Jabali Vineyard Brut RosÌ©,65,California,Sta. Rita Hills,Sparkling Blend,Alma Rosa
US,"From vines more than 90-years-old, this is a refreshingly restrained and elegant wine, earthy in grilled mushroom and cherry-berry juiciness, braced in firm acidity. Cocoa and nutmeg provide compelling seasonings that linger on the finish.",Collins Holystone Vineyard Old Vine,35,California,St. Helena,Zinfandel,Benessere
US,"The debut release for this producer is a bright garnet shade. Exhuberant and broad, the palate is bursting with cranberry, blue plum and Bing cherry flavors. Drink over the next year or two, while it is at its freshest.",Makena,35,Oregon,Eola-Amity Hills,Pinot Noir,BKB
US,"Inviting aromas of baked blueberries are leveled by crushed asphalt and dried herbs on the refined nose of this bottling. Stewed strawberry and red plum flavors are elegantly cut by more crushed stone, dried spearmint and a touch of sweet tobacco, all held together by grippy tannins.",Mortal Zin,38,California,Paso Robles,Zinfandel,Graveyard
US,"A bit lighter in color than other RhÌ«ne blends, certainly due to the 40% Counoise (and bolstered by 36% MourvÌ¬dre and 24% Grenache), this offers a punchy red-currant, orange-rind and chaparral-scrub nose. Fresh cracked black pepper, cranberry-orange-plum juice and a rich earthy tone show on the palate.",Aatto,40,California,Adelaida District,RhÌ«ne-style Red Blend,kukkula
US,"From a former Kosta Browne winemaker comes this very dark Syrah, which shows still-wound-up aromas of elderberry, black coffee, white pepper and a touch of game. There are rich soy and beef notes once sipped, packaged by dense tannins and zesty acidity, with more elderberry, beef char and crushed slate emerging with time. Still young.",The Villain,34,California,Santa Lucia Highlands,Syrah,Shane Wines
France,The closed nose leads onto a compact palate that mixed red cherry notes with sandalwood oak spice. This is elegant and evolves beautifully in the glass. It will sing with earthy mushroom dishes.,Vieilles Vignes,55,Alsace,Alsace,Pinot Noir,Domaine BarmÌ¬s-Buecher
France,"Young vines, planted in 2007, give a fresh, fruity wine with attractive citrus and zingy orange flavors. It is ripe and deliciously perfumed with a touch of minerality and saltiness. Drink from 2019.",GrÌ¬ves Premier Cru,117,Burgundy,Beaune,Chardonnay,Domaine Jacques Prieur
US,"What jumps out immediately is a bright spicy scent. The forward fruit is a zesty mix of cranberry, guava and citrus, and the flavors just punch up the palate in a most delicious way. Drink this over the next couple of years while it retains its freshness.",3 Clones,40,Oregon,Chehalem Mountains,Pinot Noir,Vidon Vineyard
France,"In this wine, red berries and currants burst out of the glass. These are balanced with apple and citrus acidity to give a wine that is all about delicious fruit and refreshing acidity. Drink now.",ChÌ¢teau Lauduc Classic,15,Bordeaux,Bordeaux RosÌ©,RosÌ©,Vignobles Grandeau
US,"The most reserved of this winery's Grenache studies, this bottling shows baked red cherry, red currant, cola and slate on the nose. An iron-based minerality shows on the earthy palate, which also offers chipped slate, cranberry and tart cherry elements. It's a tad light but still intriguingly textured.",Larner,42,California,Ballard Canyon,Grenache,Casa Dumetz
France,"Damaged by hail in 2013, the vineyards yielded low quantities. The grapes harvested produced a wine with crisp red fruits and bright berry acidity. The fresh, tight aftertaste suggests the wine will age. Drink from 2019.",Dominode Premier Cru,68,Burgundy,Savigny-lÌ¬s-Beaune,Pinot Noir,Chanson PÌ¬re et Fils
US,"From Old Wente clones grown on the famous vineyard, this full-bodied, textured wine shows ripe elements of golden honey, Gravenstein apple and toasted vanilla oak. Along the way, it flirts nicely with pear and marzipan, finishing in balanced minerality.",Bacigalupi Vineyard,40,California,Russian River Valley,Chardonnay,Peter Paul Wines
Spain,"Plump, waxy aromas of baked apple and lanolin are complex and proprietary to Garnacha Blanca. This feels full and creamy, with moderate but present acidity. Slightly bitter, peppery stone-fruit flavors fold in a note of papaya and vanilla. A steady finish is healthy and balanced.",Santbru,32,Catalonia,Montsant,White Blend,Portal del Montsant
France,"This wine comes from one of the best vineyard sites in Savigny-lÌ¬s-Beaune, on the slope closest to Beaune. It is a smooth, perfumed and ripe wine that has a balanced structure under the bright red-cherry flavor. Still bursting with young fruit, the wine will age, so wait to drink until 2019.",Les Marconnets Premier Cru,60,Burgundy,Savigny-lÌ¬s-Beaune,Pinot Noir,Nicolas Potel
US,"When a rosÌ© pushes past 14% alcohol, that's an indication of a pretty potent wine. Here's a fine example, showcasing ripe strawberry and peach fruit, with excellent concentration and mouth-filling flavors. Using all free-run juice, this is fresh and full-bodied.",Whole Cluster RosÌ© of,18,Oregon,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
France,"Lemon freshness encounters some honeyed richness. There's a hint of pleasant bitterness of honeycomb on the flavor, while the palate is streamlined with zesty lemon freshness. These create an intriguing and successful counterpoint on the dry, slender but expressive body.",Vieilles Vignes,32,Alsace,Alsace,Auxerrois,Jean-Baptiste Adam
France,"Gentle spice and redcurrant notes promise a subtle wine. The palate does not disappoint and sings with translucent, light-footed elegance. This is all about charm and ease, about chiffon rather than velvet. Crisp freshness brightens and lightens everything. It's a mere whiff of a wine but a delicious one.",Tradition,20,Alsace,Alsace,Pinot Noir,Kuentz-Bas
US,"A dense, leathery, richly stylized wine from a great vineyard site, this offers thick layers of dark chocolate, blueberry and plum. Integrated in terms of oak and tannin, it delivers concentration and power, capped off on the finish in a shot of cigar.",Stagecoach Vineyard,75,California,Napa Valley,Syrah,Patland
US,"Fronds of leafy herb and violet perfume align in this vibrantly composed Cabernet Franc. It's equal parts earthy and fruity, showcasing ripe black cherry and plum flavors etched by savory shades of mineral and soil. Fine, penetrating tannins squarely frame the finish of this red.",Wisdom,21,New York,Finger Lakes,Cabernet Franc,Inspire Moore
France,"From a small, 15-acre property, this wine is ripe, rich and full of yellow fruits along with crisp apples, with a tight texture that needs to develop. It is crisply structured, zesty and mineral in character. Give this juicy, delicious wine until 2017 before drinking.",Domaine des Emois,20,Loire Valley,Sancerre,Sauvignon Blanc,Joseph Mellot
US,"This Oregon-based producer has sourced Petaluma Gap grapes to craft a light, clear and somewhat smoky and full-bodied expression of the variety. It's dense and rich in black cherry, currant and cola-vanilla.",La Cruz Vineyard,55,California,Sonoma Coast,Pinot Noir,Lachini
US,"This is an estate-grown, co-fermented field blend of Zin with Cabernet Franc, Alicante Bouschet, Petite Sirah, Grand Noir de Calmette, Peloursin, Lenoir, Merlot and MourvÌ¬dre made in a small amount. Powerful tannin and leather are the stars, along with flavors of cigar, black pepper, cherry and orange.",L'Ame du Sage Old Vine,48,California,Sonoma Valley,Zinfandel,Lasseter
Italy,"Made with 90% Cabernet Sauvignon and 10% Cabernet Franc, this boasts aromas of black currant, mature plum, black pepper and clove. The ripe palate delivers fleshy black cherry, blackberry, licorice and Mediterranean brush accompanied by firm, fine-grained tannins.",Tenuta Belguardo,50,Tuscany,Maremma Toscana,Red Blend,Mazzei
US,"This wine is a field blend of 80% Zinfandel, with 10% Petite Sirah, 6% Alicante Bouschet and 4% other mixed black grapes. High-toned in plum and dark cherry, it's bright while also being plush and juicy. This is a small-production offering from a fairly cool area for the grape.",AlegrÌ?a Vineyard,35,California,Russian River Valley,Zinfandel,Parmeson
Italy,"Forest floor, mature berry, scorched soil and a whiff of new leather lead the nose. The palate shows dried black cherry, mocha, cinnamon and clove alongside firm, fine-grained tannins. A licorice note closes the finish.",Riserva,120,Tuscany,Brunello di Montalcino,Sangiovese,Seconda Stella a Destra
US,"This is a robust, full-bodied and sultry wine, one within the producer's single-vineyard series, from a well-known and respected site. Oak and candied black cherry sit atop an abundance of cola spice and earthy truffle, promising more to come as it opens in the glass.",Fox Den Vineyard,62,California,Russian River Valley,Pinot Noir,The Calling
US,"The cherry, herb and barrel spice aromas are quite brooding at present. The fruit flavors are all about elegance of expression, showing pleasing complexities and plenty of hang time on the finish.",Lewis Vineyard,65,Washington,Yakima Valley,Syrah,Va Piano
US,"The fact that this variety is still in the ground in the county says something; the fact that's it's still in the confines of Pagani Ranch says even more. In this ode to generations gone by, the grower and winemaker find common ground in showcasing a big-bodied, black-purple expression of fig, plum and grippy leather that lands softly on the palate.",Pagani Ranch,36,California,Sonoma Valley,Alicante Bouschet,Carlisle
